Stock;Brand ;Brand 2;Brand 3;€ Unit;# Box;€ Box;Size;Country;Distributor;;;
;LA LEY ;;Robusto ;16,00;21;336,00;54 X 127;Nicaragua;CAT;;;
;LA LEY ;;Canonazo ;17,00;21;357,00;52 X 156;Nicaragua;CAT;;;
;LA LEY ;;Reserva 2018 exquisito ;18,00;21;378,00;48 X 120;Nicaragua;CAT;;;
;LA PREFERIDA ;;452;14,50;16;232,00;52 X 102;Nicaragua;CAT;;;
;LA PREFERIDA ;;552;15,50;16;248,00;52 X 127;Nicaragua;CAT;;;
;LA PREFERIDA ;;652;16,50;16;264,00;52 X 1423;Nicaragua;CAT;;;
;LA RIBERA ;;Tl perla ;32,00;10;320,00;42 X 102;Dom. Rep;CAT;;;
;LA RIBERA ;;Tl mareva ;36,00;10;360,00;42 X 140;Dom. Rep;CAT;;;
;LA RIBERA ;;Tl robusto ;41,00;10;410,00;50 X 127;Dom. Rep;CAT;;;
;LA RIBERA ;;Tl gordo ;44,00;10;440,00;54 X 140;Dom. Rep;CAT;;;
;LA RIBERA ;;Tl churchill ;45,00;10;450,00;50 X 178;Dom. Rep;CAT;;;
;LA RIBERA ;;Tl magnum ;50,00;10;500,00;60 X 153;Dom. Rep;CAT;;;
;LA RIBERA ;;Tl mateo ;44,00;10;440,00;60 X 102;Dom. Rep;CAT;;;
;LA RIBERA ;;Nicaragua robusto ;41,00;10;410,00;50 X 127;Nicaragua;CAT;;;
;LA RIBERA ;;Nicaragua gordo ;44,00;10;440,00;54 X 140;Nicaragua;CAT;;;
;LA RIBERA ;;Nicaragua magnum ;50,00;10;500,00;60 X 153;Nicaragua;CAT;;;
;LA RIBERA ;;Edicion nicaragua robusto ;5,50;28;154,00;52 X 127;Dom. Rep;CAT;;;
;MATILDE;Limited Exposure No. 2 robusto;;13,00;20;260,00;50 X 133;Dom. Rep;Koopmans;;;
;MATILDE;Oscura robusto  ;;11,50;20;230,00;50 X 133;Dom. Rep;Koopmans;;;
;MATILDE;Oscura Toro Bravo  ;;12,00;20;240,00;54 X 165;Dom. Rep;Koopmans;;;
;MATILDE;Quadrata robusto  ;;12,00;20;240,00;50 X 133;Dom. Rep;Koopmans;;;
;MATILDE;renacer robusto  ;;11,50;20;230,00;54 X 133;Dom. Rep;Koopmans;;;
;MATILDE;robusto Sampler Pack/5;;45,00;10;450,00;;Nicaragua;Koopmans;;;
;MATILDE;Serena Grande  ;;12,50;20;250,00;60 X 152;Dom. Rep;Koopmans;;;
;MATILDE;Serena Maduro Toro Bravo  ;;12,00;20;240,00;54 X 165;Dom. Rep;Koopmans;;;
;MATILDE;Serena robusto  ;;11,00;20;220,00;50 X 133;Dom. Rep;Koopmans;;;
;MATILDE;Serena Toro Bravo  ;;11,50;20;230,00;54 X 165;Dom. Rep;Koopmans;;;
;MATILDE;Special Edition  ;;17,50;24;420,00;50 X 152;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION; La Estancia Edicion Exclusiva  ;;29,00;10;290,00;50 X 127;Honduras;Koopmans;;;
;MEERÄPFEL SELECTION; La Estancia Edicion Exclusiva  ;;31,00;10;310,00;52 X 149;Honduras;Koopmans;;;
;MEERÄPFEL SELECTION; La Estancia Edicion Exclusiva  ;;33,00;10;330,00;56 X 165;Honduras;Koopmans;;;
;MEERÄPFEL SELECTION; La Estancia Edicion Exclusiva  ;;35,00;10;350,00;60 X 152;Honduras;Koopmans;;;
;MEERÄPFEL SELECTION; Maestranze Conde robusto  ;;12,50;10;125,00;52 X 127;Honduras;Koopmans;;;
;MEERÄPFEL SELECTION; Maestranze Marques Toro  ;;13,00;10;130,00;50 X 152;Honduras;Koopmans;;;
;MEERÄPFEL SELECTION;Ernest Corona Gorda  ;;50,00;25;1250,00;46 X 140;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Ernest Double robusto Box;;990,00;1;990,00;52 X 146;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Ernest Lonsdale  ;;60,00;25;1500,00;43 X 171;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Ernest robusto  ;;55,00;25;1375,00;50 X 124;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Meir Churchill ;;60,00;25;1500,00;47 X 178;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Meir Corona Gorda  ;;50,00;25;1250,00;46 X 140;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Meir Double robusto Box;;990,00;1;990,00;52 X 146;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Meir Lonsdale  ;;60,00;25;1500,00;43 X 171;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Meir Pyramid ;;65,00;25;1625,00;52 X 154;Dom. Rep;Koopmans;;;
;MEERÄPFEL SELECTION;Meir robusto;;50,00;25;1250,00;50 X 24;Dom. Rep;Koopmans;;;
;MONTECRISTO LÍNEA 1935;DUMAS;PROMINENTE CORTO;51,00;20;1020,00;49 X 130;Cuba;Laguito;;;
;MONTECRISTO LÍNEA 1935;MALTES;SOBRESALIENTES;65,00;20;1300,00;53 X 153;Cuba;Laguito;;;
;MONTECRISTO LÍNEA 1935;LEYENDA;MARAVILLAS No.2;74,00;20;1480,00;55 X 165;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;MONTECRISTO No.1;CERVANTES;21,50;25;537,50;42 X 165;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;MONTECRISTO No.2;PIRAMIDES;25,00;25;625,00;52 X 156;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;MONTECRISTO No.3;CORONAS;19,60;25;490,00;42 X 142;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;MONTECRISTO No.4;MAREVAS;14,50;25;362,50;42 X 129;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;MONTECRISTO No.5;PERLAS;12,00;25;300,00;40 X 102;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;MEDIA CORONA;HALF CORONA;10,20;25;255,00;44 X 90;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;MONTECRISTO ESPECIAL No.2;LAGUITO No.2;21,40;25;535,00;38 X 152;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;JOYITAS;LAGUITO No.3;10,80;25;270,00;26 X 115;Cuba;Laguito;;;
;MONTECRISTO LÍNEA CLÁSICA;MONTECRISTO PETIT No.2;PETIT No.2;18,00;10;180,00;52 X 120;Cuba;Laguito;;;
;MONTECRISTO LÍNEA EDMUNDO;PETIT EDMUNDO;PETIT EDMUNDO;19,80;25;495,00;52 X 110;Cuba;Laguito;;;
;MONTECRISTO LÍNEA EDMUNDO;EDMUNDO;EDMUNDO;23,80;25;595,00;52 X 135;Cuba;Laguito;;;
;MONTECRISTO LÍNEA EDMUNDO;WIDE EDMUNDO;DUKE No.3;25,00;25;625,00;54 X 125;Cuba;Laguito;;;
;MONTECRISTO LÍNEA EDMUNDO;DOUBLE EDMUNDO;DOBLES;26,00;25;650,00;50 X 155;Cuba;Laguito;;;
;MONTECRISTO LÍNEA OPEN;JUNIOR;TRABUCOS;11,50;20;230,00;38 X 110;Cuba;Laguito;;;
;MONTECRISTO LÍNEA OPEN;MASTER;ROBUSTOS;20,40;20;408,00;50 X 124;Cuba;Laguito;;;
;MONTECRISTO LÍNEA OPEN;REGATA;FORUM;16,50;20;330,00;46 X 135;Cuba;Laguito;;;
;MONTECRISTO LÍNEA OPEN;EAGLE;GENIALES;26,00;20;520,00;54 X 150;Cuba;Laguito;;;
;MY FATHER ;TATTOO ;Adivino toro ;8,90;10;89,00;58 X 140;Nicaragua;CAT;;;
;MY FATHER ;FLOR DE LAS ANTILLAS ;Robusto ;14,00;20;280,00;50 X 127;Nicaragua;CAT;;;
;MY FATHER ;FLOR DE LAS ANTILLAS ;Toro ;14,50;20;290,00;52 X 153;Nicaragua;CAT;;;
;MY FATHER ;TATUAJE ;Gran cojonu ;22,00;12;264,00;60 X 166;Nicaragua;CAT;;;
;MY FATHER ;PEPIN GARCIA ;Blue invictos ;16,00;24;384,00;50 X 127;Nicaragua;CAT;;;
;MY FATHER ;PEPIN GARCIA ;Blue lanceros ;16,00;24;384,00;38 X 191;Nicaragua;CAT;;;
;MY FATHER ;LE BIJOU ;Petit robusto ;14,90;23;342,70;50 X 115;Nicaragua;CAT;;;
;MY FATHER ;LE BIJOU ;Grand robusto ;20,00;23;460,00;55 X 143;Nicaragua;CAT;;;
;MY FATHER ;LE BIJOU ;Torpedo box pressed ;22,00;23;506,00;52 X 156;Nicaragua;CAT;;;
;MY FATHER ;THE JUDGE ;Grand robusto box pressed ;22,00;23;506,00;60 X 127;Nicaragua;CAT;;;
;MY FATHER ;LA OPULENCIA;Toro ;22,00;20;440,00;54 X 153;Nicaragua;CAT;;;
;MY FATHER ;LA GRAN OFERTA ;Robusto ;16,00;20;320,00;50 X 127;Nicaragua;CAT;;;
;MY FATHER ;FLOR DE LA ANTILLAS ;Maduro petit robusto ;14,00;20;280,00;50 X 115;Nicaragua;CAT;;;
;MY FATHER ;LA PROMESA ;Robusto grande ;17,00;20;340,00;54 X 134;Nicaragua;CAT;;;
;NEWMAN;BRICKHOUSE;Robusto ;10,50;25;262,50;;;ZABIA;;;
;NEWMAN;BRICKHOUSE;Rob Dbl connecticut;13,00;5;65,00;;;ZABIA;;;
;NEWMAN;BRICKHOUSE;Mighty Mighty Maduro;13,00;25;325,00;;;ZABIA;;;
;NEWMAN;BRICKHOUSE;Mighty Mighty dbl con;15,00;5;75,00;;;ZABIA;;;
;NEWMAN;BRICKHOUSE;Bricktoberfest L.E. ;15,00;10;150,00;;;ZABIA;;;
;NEWMAN;QUORUM SHADE ;Short Robusto;32,00;10;320,00;;;ZABIA;;;
;NEWMAN;QUORUM SHADE ;Robusto;38,00;10;380,00;;;ZABIA;;;
;NEWMAN;QUORUM SHADE ;Churchill;39,00;10;390,00;;;ZABIA;;;
;NEWMAN;PERLA DEL MAR ;Shade robusto;12,00;25;300,00;;;ZABIA;;;
;NEWMAN;PERLA DEL MAR ;Maduro robusto;12,00;25;300,00;;;ZABIA;;;
;NEWMAN;PERLA DEL MAR ;Maduro toro;14,50;25;362,50;;;ZABIA;;;
;NEWMAN;PERLA DEL MAR ;Corojo robusto;12,00;25;300,00;;;ZABIA;;;
;NEWMAN;PERLA DEL MAR ;Corojo toro;14,50;25;362,50;;;ZABIA;;;
;NICARAO;EXCLUSIVO ;Diadema ;33,00;20;660,00;55 X 232;Nicaragua;CAT;;;
;NICARAO ;ANNO VI ;Minuto ;9,20;20;184,00;42 X 127;Nicaragua;CAT;;;
;NICARAO ;ANNO VI ;Robusto ;9,90;20;198,00;50 X 105;Nicaragua;CAT;;;
;NICARAO ;ESPECIAL ;Toro ;13,50;21;283,50;52 X 153;Nicaragua;CAT;;;
;NICARAO ;EXCLUSIVO ;Robusto extra ;19,50;20;390,00;58 X 140;Nicaragua;CAT;;;
;NICARAO ;ESPECIAL ;Torito ;12,50;21;262,50;54 X 115;Nicaragua;CAT;;;
;NICARAO ;ESPECIAL ;Toro doble ;14,50;21;304,50;58 X 140;Nicaragua;CAT;;;
;NICARAO ;EXCLUSIVO ;Don rafa ;21,00;20;420,00;54 X 178;Nicaragua;CAT;;;
;NICARAO ;ANNO VI ;Julieta ;13,50;20;270,00;50 X 178;Nicaragua;CAT;;;
;NICARAO ;ESPECIAL ;Gordo ;13,50;21;283,50;56 X 127;Nicaragua;CAT;;;
;NICARAO ;ANNO VI ;Gordito ;9,90;20;198,00;50 X 105;Nicaragua;CAT;;;
;NICARAO ;ESPECIAL ;Reserva 2017 robusto ;19,00;21;399,00;52 X 127;Nicaragua;CAT;;;
;NICARAO ;EXCLUSIVO ;Robusto e4 ;17,50;20;350,00;50 X 127;Nicaragua;CAT;;;
;NUB;;Cameroon;10,00;24;240,00;60 X 102;;VCF;;;
;NUB;;Sun grown;11,20;24;268,80;60 X 102;;VCF;;;
;NUB;;Sun grown;12,00;24;288,00;66 X 102;;VCF;;;
;NUB;;Connecticut;11,20;24;268,80;60 X 102;;VCF;;;
;NUB;;Connecticut torpedo;12,00;24;288,00;64 X 102;;VCF;;;
;NUB;;Maduro;12,00;24;288,00;60 X 102;;VCF;;;
;NUB;;Samp 4 tubos;48,40;4;193,60;;;VCF;;;
;OLIVA;SERIE V;Lancero;12,80;24;307,20;38 X 178;Nicaragua;VCF;;;
;OLIVA;SERIE V;Dbl robusto ;13,50;24;324,00;54 X 127;Nicaragua;VCF;;;
;OLIVA;SERIE V;Maduro dbl robusto ;13,50;10;135,00;54 X 127;Nicaragua;VCF;;;
;OLIVA;SERIE V;Torpedo;15,00;24;360,00;56 X 153;Nicaragua;VCF;;;
;OLIVA;SERIE V;Dbl toro;15,00;24;360,00;60 X 153;Nicaragua;VCF;;;
;OLIVA;SERIE V;Churchill;15,00;24;360,00;52 X 178;Nicaragua;VCF;;;
;OLIVA;SERIE V;Maduro dbl toro;15,00;10;150,00;60 X 153;Nicaragua;VCF;;;
;OLIVA;SERIE V;Belicoso;13,50;24;324,00;54 X 127;Nicaragua;VCF;;;
;OLIVA;SERIE V;N°4;12,30;24;295,20;43 X 127;Nicaragua;VCF;;;
;OLIVA;SERIE V MELANIO;N°4;16,50;10;165,00;43 X 127;Nicaragua;VCF;;;
;OLIVA;SERIE V MELANIO;Robusto ;18,50;10;185,00;52 X 127;Nicaragua;VCF;;;
;OLIVA;SERIE V MELANIO;Figurado ;22,50;10;225,00;52 X 166;Nicaragua;VCF;;;
;OLIVA;SERIE V MELANIO;Maduro torpedo;21,50;10;215,00;52 X 166;Nicaragua;VCF;;;
;OLIVA;SERIE O;Sungrown robusto;9,50;20;190,00;50 X 127;Nicaragua;VCF;;;
;OLIVA;SERIE O;Sungrown double toro;11,90;10;119,00;60 X 153;Nicaragua;VCF;;;
;OLIVA;SERIE G;Double robusto;7,80;25;195,00;54 X 127;Nicaragua;VCF;;;
;OLIVA;SERIE G;Toro;7,80;25;195,00;50 X 153;Nicaragua;VCF;;;
;OLIVA;SERIE G;Churchill;8,00;25;200,00;50 X 178;Nicaragua;VCF;;;
;OLIVA;SERIE G;Special g aged cameroon;6,70;25;167,50;48 X 96;Nicaragua;VCF;;;
;OLIVA;CONNECTICUT RESERVE;Robusto;10,30;20;206,00;50 X 127;Nicaragua;VCF;;;
;OLIVA;CONNECTICUT RESERVE;Dbl toro;12,50;10;125,00;60 X 153;Nicaragua;VCF;;;
;OLIVA;CONNECTICUT RESERVE;Petit corona;6,70;30;201,00;50 X 127;Nicaragua;VCF;;;
;OLIVA;ASSORTIMENT;Oliva sampler serie v;68,00;5;340,00;;Nicaragua;VCF;;;
;OLIVA;ASSORTIMENT;Sampler oliva robusto;62,00;5;310,00;;Nicaragua;VCF;;;
;OLIVA;LIMITADAS;Country edition;25,00;10;250,00;;Nicaragua;VCF;;;
;OLIVA;LIMITADAS;Oliva serie v 135 años ;20,00;12;240,00;;Nicaragua;VCF;;;
;OSCAR VALADARES;LEAF BY OSCAR ;Connecticut toro;16,50;20;330,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;LEAF BY OSCAR;Corojo toro;16,50;20;330,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;LEAF BY OSCAR;Maduro toro;16,50;20;330,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;LEAF BY OSCAR;Sumatra toro;16,50;20;330,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;LEAF BY OSCAR 10anniversari;Criollo toro;16,50;20;330,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;LEAF BY OSCAR THE WOODY;50cm (4uur) super gigantes;70,00;1;70,00;100 X 534;Honduras;CDP;;;
;OSCAR VALADARES;THE OSCAR  ;Connecticut robusto;17,50;11;192,50;50 X 127;Honduras;CDP;;;
;OSCAR VALADARES;THE OSCAR  ;Habano robusto;17,50;11;192,50;50 X 127;Honduras;CDP;;;
;OSCAR VALADARES;THE OSCAR  ;Maduro robusto;17,50;11;192,50;50 X 127;Honduras;CDP;;;
;OSCAR VALADARES;2012 BY OSCAR  box pressed ;Connecticut short robusto;12,00;20;240,00;50 X 102;Honduras;CDP;;;
;OSCAR VALADARES;2012 BY OSCAR  box pressed ;Connecticut toro;14,00;20;280,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;2012 BY OSCAR box pressed ;Corojo short robusto;12,00;20;240,00;50 X 102;Honduras;CDP;;;
;OSCAR VALADARES;2012 BY OSCAR box pressed ;Corojo toro;14,00;20;280,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;2012 BY OSCAR box pressed ;Maduro short robusto;12,00;20;240,00;50 X 102;Honduras;CDP;;;
;OSCAR VALADARES;2012 BY OSCAR box pressed ;Maduro toro;14,00;20;280,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;CISERON;Sun grown toro;17,00;20;340,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;WILD HUNTER;Hab. corojo toro;17,00;20;340,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;HEAVEN & HELL;Connecticut toro;17,00;20;340,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;HEAVEN & HELL;Oscuro toro;17,00;20;340,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;ALTAR Q;Rosado toro;18,00;16;288,00;52 X 153;Honduras;CDP;;;
;OSCAR VALADARES;SUPER FLY;Maduro super gordo;20,00;20;400,00;60 X 166;Honduras;CDP;;;
;OSCAR VALADARES;10th ANNIVERSARY;Maduro/candela salomones;31,00;10;310,00;60 X 178;Honduras;CDP;;;
;OSCAR VALADARES;RAW DOG;None short robusto;11,55;50;577,50;60 X 127;Honduras;CDP;;;
;OSCAR VALADARES;ISLAND JIM;Connecticut torpedo;17,50;21;367,50;52 X 166;Honduras;CDP;;;
;OSCAR VALADARES;ISLAND JIM san andres;Maduro torpedo;17,50;21;367,50;52 X 166;Honduras;CDP;;;
;OSCAR VALADARES;ISLAND JIM;Corojo torpedo;17,50;21;367,50;52 X 166;Honduras;CDP;;;
;OSCAR VALADARES;SANTIAGO;Petit toro;32,00;10;320,00;50 X 153;Honduras;CDP;;;
;OSCAR VALADARES;SANTIAGO;Robusto magico;36,00;10;360,00;52 X 147;Honduras;CDP;;;
;PADRON;3000 Maduro  ;;17,00;26;442,00;52 X 140;Nicaragua;Koopmans;;;
;PADRON;3000 Natural  ;;17,00;26;442,00;52 X 140;Nicaragua;Koopmans;;;
;PADRON;Ann. 1964 Exclusivo Natural  ;;30,00;25;750,00;50 X 140;Nicaragua;Koopmans;;;
;PADRON;Ann. 1964 Principe Maduro  ;;24,00;25;600,00;47 X 113;Nicaragua;Koopmans;;;
;PADRON;Ann. 1964 Principe Natural  ;;24,00;25;600,00;47 X 113;Nicaragua;Koopmans;;;
;PADRON;Damaso Nr 12  ;;30,00;20;600,00;50 X 127;Nicaragua;Koopmans;;;
;PARTAGAS LÍNEA CLÁSICA;ARISTOCRATS;PETIT CETROS;7,60;25;190,00;40 X 129;Cuba;Laguito;;;
;PARTAGAS LÍNEA CLÁSICA;PETIT CORONAS ESPECIALES;EMINENTES;7,50;25;187,50;42 X 132;Cuba;Laguito;;;
;PARTAGAS LÍNEA CLÁSICA;MILLE FLEURS;PETIT CORONAS;7,80;5;39,00;42 X 129;Cuba;Laguito;;;
;PARTAGAS LÍNEA CLÁSICA;MILLE FLEURS;PETIT CORONAS;7,80;10;78,00;42 X 129;Cuba;Laguito;;;
;PARTAGAS LÍNEA CLÁSICA;MILLE FLEURS;PETIT CORONAS;7,80;25;195,00;42 X 129;Cuba;Laguito;;;
;PARTAGAS LÍNEA CLÁSICA;SHORTS;MINUTOS;11,00;50;550,00;42 X 110;Cuba;Laguito;;;
;PARTAGAS LÍNEA CLÁSICA;ALIADOS (LCDH+HS);DELIRIOS;49,00;20;980,00;45 X 167;Cuba;Laguito;;;
;PARTAGAS LÍNEA CLÁSICA;LUSITANIAS;PROMINENTES;29,60;25;740,00;49 X 194;Cuba;Laguito;;;
;PARTAGAS LÍNEA MADURO;MADURO No.1;DISCRETOS;21,00;25;525,00;52 X 130;Cuba;Laguito;;;
;PARTAGAS LÍNEA MADURO;MADURO No.2;SHORT PIRAMIDES;21,40;25;535,00;55 X 120;Cuba;Laguito;;;
;PARTAGAS LÍNEA MADURO;MADURO No.3;MADURO No.3;22,60;25;565,00;50 X 145;Cuba;Laguito;;;
;PARTAGAS LÍNEA MAESTRA;ORIGEN;BONDADOSOS;58,00;20;1160,00;46 X 154;Cuba;Laguito;;;
;PARTAGAS LÍNEA MAESTRA;MAESTRO;DELEITES;66,00;20;1320,00;56 X 132;Cuba;Laguito;;;
;PARTAGAS LÍNEA MAESTRA;RITO;GUSTOSOS;73,00;20;1460,00;52 X 168;Cuba;Laguito;;;
;PARTAGAS LÍNEA SERIES;SERIE D No.6;D No.6;14,20;20;284,00;50 X 90;Cuba;Laguito;;;
;PARTAGAS LÍNEA SERIES;SERIE D No.4;ROBUSTOS;20,00;25;500,00;50 X 124;Cuba;Laguito;;;
;PARTAGAS LÍNEA SERIES;SERIE D No.4;ROBUSTOS;20,00;10;200,00;50 X 124;Cuba;Laguito;;;
;PARTAGAS LÍNEA SERIES;SERIE P No.2;PIRAMIDES;23,50;25;587,50;52 X 156;Cuba;Laguito;;;
;PARTAGAS LÍNEA SERIES;SERIE D No.5;D No.5;17,80;25;445,00;50 X 110;Cuba;Laguito;;;
;PARTAGAS LÍNEA SERIES;SERIE E No.2;DUKE;24,00;5;120,00;54 X 140;Cuba;Laguito;;;
;PARTAGAS LÍNEA SERIES;SERIE E No.2;DUKE;24,00;25;600,00;54 X 140;Cuba;Laguito;;;
;PDR;; el criollito robusto ;5,80;24;139,20;54 X 127;Dom. Rep;CAT;;;
;PDR ;;El criollito half corona ;5,20;24;124,80;50 X 89;Dom. Rep;CAT;;;
;PDR ;;El criollito double magnum ;6,50;24;156,00;60 X 153;Dom. Rep;CAT;;;
;PDR ;;El criollito setenta ;8,50;24;204,00;70 X 178;Dom. Rep;CAT;;;
;PDR ;1878;Double capa magnum sun grown ;10,50;20;210,00;60 X 153;Dom. Rep;CAT;;;
;PDR ;;El criollito short gordo ;5,80;20;116,00;58 X 108;Dom. Rep;CAT;;;
;PDR ;;El criollito 5 robusto fresh pack ;27,50;25;687,50;50 X 127;Dom. Rep;CAT;;;
;PDR ;A. FLORES;Gr reserva desflorado half corona tin 5;30,00;25;750,00;46 X 89;Dom. Rep;CAT;;;
;PDR ;A. FLORES;Gr reserva corojo half corona ;6,20;24;148,80;46 X 89;Dom. Rep;CAT;;;
;PDR ;A. FLORES;Gr reserva desflorado half corona ;6,20;24;148,80;46 X 89;Dom. Rep;CAT;;;
;PDR ;A. FLORES;Gr reserva sun grown half corona ;6,20;24;148,80;46 X 89;Dom. Rep;CAT;;;
;PDR ;1878;Double capa robusto sun grown ;9,50;20;190,00;52 X 127;Dom. Rep;CAT;;;
;PDR ;A. FLORES  Y RODR 10TH ANNIV.;Wide churchill ;13,50;24;324,00;58 X 131;Dom. Rep;CAT;;;
;PDR ;A. FLORES  Y RODR 10TH ANNIV.;Robusto ;12,50;24;300,00;52 X 127;Dom. Rep;CAT;;;
;PDR ;A. FLORES  Y RODR 10TH ANNIV.;Gran toro ;14,50;24;348,00;54 X 153;Dom. Rep;CAT;;;
;PDR ;A. FLORES  Y RODR 10TH ANNIV.;Milfleurs ;6,80;24;163,20;42 X 127;Dom. Rep;CAT;;;
;PDR ;1878;Double capa robusto natural ;9,50;20;190,00;52 X 127;Dom. Rep;CAT;;;
;PDR ;1878;Double capa magnum natural ;10,50;20;210,00;60 X 153;Dom. Rep;CAT;;;
;PDR  ;1878;Roast cafe maduro robusto ;9,90;20;198,00;52 X 127;Dom. Rep;CAT;;;
;PERDOMO;10TH ANNIVERSARY;Connecticut robusto;14,50;25;362,50;54 X 127;Nicaragua;CDP;;;
;PERDOMO;10TH ANNIVERSARY;Connecticut epicure;15,25;25;381,25;54 X 153;Nicaragua;CDP;;;
;PERDOMO;10TH ANNIVERSARY;Connecticut super toro;16,50;25;412,50;60 X 153;Nicaragua;CDP;;;
;PERDOMO;10TH ANNIVERSARY;Sun grown robusto;14,50;25;362,50;54 X 127;Nicaragua;CDP;;;
;PERDOMO;10TH ANNIVERSARY;Sun grown epicure;15,25;25;381,25;54 X 153;Nicaragua;CDP;;;
;PERDOMO;10TH ANNIVERSARY;Sun grown super toro;16,50;25;412,50;60 X 153;Nicaragua;CDP;;;
;PERDOMO;10TH ANNIVERSARY;Maduro robusto;14,50;25;362,50;54 X 127;Nicaragua;CDP;;;
;PERDOMO;10TH ANNIVERSARY;Maduro epicure;15,25;25;381,25;54 X 153;Nicaragua;CDP;;;
;PERDOMO;10TH ANNIVERSARY;Maduro super toro;16,50;25;412,50;60 X 153;Nicaragua;CDP;;;
;PERDOMO;20TH ANNIVERSARY ;Sun grown gordo;17,50;24;420,00;60 X 153;Nicaragua;CDP;;;
;PERDOMO;20TH ANNIVERSARY ;Maduro gordo;17,50;24;420,00;60 X 153;Nicaragua;CDP;;;
