Stock;Brand ;Brand 2;Brand 3;€ Unit;# Box;€ Box;Size;Country;Distributor;;;
;PERDOMO;30TH ANNIVERSARY;Connecticut robusto;20,00;30;600,00;54 X 127;Nicaragua;CDP;;;
;PERDOMO;30TH ANNIVERSARY;Sun grown robusto;20,00;30;600,00;54 X 127;Nicaragua;CDP;;;
;PERDOMO;DOUBLE AGED 12YEAR VINTAGE;Connecticut robusto;19,00;24;456,00;56 X 127;Nicaragua;CDP;;;
;PERDOMO;DOUBLE AGED 12YEAR VINTAGE;Sun grown robusto;19,00;24;456,00;56 X 127;Nicaragua;CDP;;;
;PERDOMO;DOUBLE AGED 12YEAR VINTAGE;Maduro robusto;19,00;24;456,00;56 X 127;Nicaragua;CDP;;;
;PERDOMO;DOUBLE AGED 12YEAR VINTAGE;Sun grown gordo extra;21,50;24;516,00;60 X 166;Nicaragua;CDP;;;
;PERDOMO;DOUBLE AGED 12YEAR VINTAGE;Maduro gordo extra;21,50;24;516,00;60 X 166;Nicaragua;CDP;;;
;PERDOMO;FRESCO;Connecticut toro;7,75;25;193,75;50 X 153;Nicaragua;CDP;;;
;PERDOMO;LOT 23 ;Connecticut gordito;12,50;24;300,00;60 X 115;Nicaragua;CDP;;;
;PERDOMO;LOT 23 ;Sun grown gordito;12,50;24;300,00;60 X 115;Nicaragua;CDP;;;
;PERDOMO;CONNOISSEURS COLLECTION;Connecticut epicure;16,67;12;200,00;54 X 153;Nicaragua;CDP;;;
;PERDOMO;CONNOISSEURS COLLECTION;Sun grown epicure;16,67;12;200,00;54 X 153;Nicaragua;CDP;;;
;PERDOMO;CONNOISSEURS COLLECTION;Maduro epicure;16,67;12;200,00;54 X 153;Nicaragua;CDP;;;
;PERDOMO;CONNOISSEURS COLLECTION;Award-winning epicure;16,67;12;200,00;54 X 153;Nicaragua;CDP;;;
;PLASENCIA;Alma Del Campo Guajiro robusto Gordo  ;;18,50;10;185,00;54 X 140;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Del Campo Sendero Toro Gordo  ;;19,90;10;199,00;56 X 152;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Del Campo Tribu robusto  ;;18,00;10;180,00;52 X 127;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Del Cielo Amanecer Hexagono  ;;27,00;10;270,00;60 X 152;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Del Cielo Boreal Toro  ;;25,00;10;250,00;54 X 156;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Del Fuego Conception Toro  ;;19,00;10;190,00;54 X 152;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Fuerte Col Claro Eduardo I Toro  ;;24,00;10;240,00;54 X 159;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Fuerte Col Claro robusto II  ;;24,00;10;240,00;55 X 130;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Fuerte Col Claro Sixto I  ;;25,00;10;250,00;60 X 152;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Fuerte Generation V  ;;25,00;10;250,00;58 X 178;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Fuerte Nestor IV  ;;23,00;10;230,00;54 X 159;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Fuerte robusto  ;;21,00;10;210,00;52 X 133;Nicaragua;Koopmans;;;
;PLASENCIA;Alma Fuerte Sixto II  ;;24,00;10;240,00;60 X 152;Nicaragua;Koopmans;;;
;PLASENCIA;Cosecha 149 Gordo Santa Fe  ;;16,00;10;160,00;60 X 124;Honduras;Koopmans;;;
;PLASENCIA;Cosecha 149 robusto La Vega  ;;15,50;10;155,00;52 X 127;Honduras;Koopmans;;;
;PLASENCIA;Cosecha 149 Toro Azacualpa  ;;16,50;10;165,00;52 X 152;Honduras;Koopmans;;;
;PLASENCIA;Cosecha 151 La Musica robusto  ;;15,00;10;150,00;50 X 127;Honduras;Koopmans;;;
;PLASENCIA;Cosecha 151 La Tradicion Toro  ;;18,00;10;180,00;54 X 149;Honduras;Koopmans;;;
;PLASENCIA;Cosecha 151 San Diego Corona Gorda  ;;15,00;10;150,00;46 X 146;Honduras;Koopmans;;;
;PLASENCIA;Dominique London Seleccion 2024 Petit Dominique;;14,00;25;350,00;52 X 111;Nicaragua;Koopmans;;;
;PLASENCIA;Dominique London Seleccion 2024 Petit Dominique;;14,00;50;700,00;52 X 111;Nicaragua;Koopmans;;;
;PLASENCIA;Ehtefal Qatar 2022 Toro  ;;65,00;10;650,00;54 X 159;Nicaragua;Koopmans;;;
;PLASENCIA;Orchant Seleccion 2024 Orchante;;15,00;25;375,00;55 X 133;Nicaragua;Koopmans;;;
;PLASENCIA;Orchant Seleccion 2024 Orchante;;15,00;50;750,00;55 X 133;Nicaragua;Koopmans;;;
;PLASENCIA;Original Corona  ;;11,50;20;230,00;44 X 159;Nicaragua;Koopmans;;;
;PLASENCIA;Original Nesticos  ;;6,50;25;162,50;36 X 114;Nicaragua;Koopmans;;;
;PLASENCIA;Original Perfectico  ;;10,50;10;105,00;52 X 98;Nicaragua;Koopmans;;;
;PLASENCIA;Original robusto  ;;11,50;20;230,00;52 X 120;Nicaragua;Koopmans;;;
;PLASENCIA;Original Toro  ;;12,50;20;250,00;50 X 152;Nicaragua;Koopmans;;;
;PLASENCIA;robusto Collection Box 6;;99,00;1;99,00;;Nicaragua;Koopmans;;;
;PLASENCIA;Year of the Dragon 2024 Torpedo  ;;45,00;10;450,00;54 X 165;Nicaragua;Koopmans;;;
;PLASENCIA;Year of the rabit 2023 Toro  ;;52,00;10;520,00;54 X 159;Nicaragua;Koopmans;;;
;PLASENCIA;Year of the Snake 2025 Lancero/Culebra  ;;49,00;10;490,00;40 X 178;Nicaragua;Koopmans;;;
;POR LARRAÑAGA;MONTECARLOS;DELICIOSOS;6,70;25;167,50;33 X 159;Cuba;Laguito;;;
;POR LARRAÑAGA;PETIT CORONAS;MAREVAS;9,40;50;470,00;42 X 129;Cuba;Laguito;;;
;POR LARRAÑAGA;GALANES;GALANES;11,70;10;117,00;52 X 120;Cuba;Laguito;;;
;POR LARRAÑAGA;PICADORES No.1 (LCDH + HS);HERMOSOS No.4;12,30;25;307,50;48 X 127;Cuba;Laguito;;;
;PRINCIPLE CIGARS;ACCOMPLICE ;Classic toro / tin ;14,00;5;70,00;52 X 153;Dom. Rep;CDP;;;
;PRINCIPLE CIGARS;BAD PRINCIPLES;Connecticut petite corona /box;14,40;5;72,00;44 X 127;Dom. Rep;CDP;;;
;PRINCIPLE CIGARS;ANGELIQUE;Mareva /tin;11,55;5;57,75;42 X 131;Dom. Rep;CDP;;;
;PUNCH;TRIUNFOS;PETIT CORONAS;15,00;5;75,00;42 X 129;Cuba;Laguito;;;
;PUNCH;PUNCH PUNCH;CORONAS GORDAS;18,40;25;460,00;46 X 143;Cuba;Laguito;;;
;PUNCH;PUNCH 48 (LCDH + HS);HERMOSOS No.3;20,20;10;202,00;48 X 140;Cuba;Laguito;;;
;PUNCH;SHORT  DE PUNCH;PARAÍSOS;16,20;10;162,00;50 X 120;Cuba;Laguito;;;
;PUNCH;DOUBLE CORONAS;PROMINENTES;28,00;25;700,00;49 X 194;Cuba;Laguito;;;
;QUAI D'ORSAY;No.50;D No.5;13,00;25;325,00;50 X 110;Cuba;Laguito;;;
;QUAI D'ORSAY;No.54;EDMUNDO GRUESO;17,40;25;435,00;54 X 135;Cuba;Laguito;;;
;QUAI D'ORSAY;No.52;LANZAS;20,00;25;500,00;52 X 156;Cuba;Laguito;;;
;QUESADA  ;CASA MAGNA ;Colorado robusto ;10,50;27;283,50;52 X 140;Nicaragua;CAT;;;
;QUESADA  ;CASA MAGNA ;Colorado pikito ;8,90;55;489,50;42 X 121;Nicaragua;CAT;;;
;QUESADA  ;CASA MAGNA ;Colorado gran toro ;11,50;27;310,50;58 X 153;Nicaragua;CAT;;;
;QUESADA  ;CASA MAGNA ;Colorado torito ;10,90;27;294,30;60 X 121;Nicaragua;CAT;;;
;QUESADA  ;CASA MAGNA ;Liga f robusto ;10,90;20;218,00;54 X 127;Dom. Rep;CAT;;;
;QUESADA  ;CASA MAGNA ;Liga f toro  ;11,50;20;230,00;52 X 153;Dom. Rep;CAT;;;
;QUESADA  ;CASA MAGNA ;Connecticut robusto ;12,50;20;250,00;50 X 127;Nicaragua;CAT;;;
;QUESADA  ;CASA MAGNA ;Connecticut toro ;16,00;20;320,00;52 X 166;Nicaragua;CAT;;;
;QUINTERO;PETIT QUINTERO;PETIT CAZADORES;2,80;25;70,00;43 X 105;Cuba;Laguito;;;
;QUINTERO;PANETELAS;VEGUERITOS;3,50;25;87,50;37 X 127;Cuba;Laguito;;;
;QUINTERO;BREVAS;NACIONALES;3,70;25;92,50;40 X 140;Cuba;Laguito;;;
;QUINTERO;LONDRES EXTRA;STANDARD;3,80;25;95,00;40 X 123;Cuba;Laguito;;;
;QUINTERO;FAVORITOS;CONCHAS No.2;4,40;25;110,00;50 X 115;Cuba;Laguito;;;
;RAFAEL GONZALEZ;PANETELAS EXTRA;VEGUERITOS;4,20;25;105,00;37 X 127;Cuba;Laguito;;;
;RAFAEL GONZALEZ;PERLAS;PERLAS;6,40;25;160,00;40 X 102;Cuba;Laguito;;;
;RAMON ALLONES;SMALL CLUB CORONAS;MINUTOS;9,60;25;240,00;42 X 110;Cuba;Laguito;;;
;RAMON ALLONES;ALLONES SPECIALLY SELECTED;ROBUSTOS;16,20;25;405,00;50 X 124;Cuba;Laguito;;;
;RAMON ALLONES;ALLONES No.3;NOBLEZAS;18,70;10;187,00;52 X 138;Cuba;Laguito;;;
;REGIUS;Orchant Campana  ;;11,00;10;110,00;52 X 140;Nicaragua;Koopmans;;;
;REGIUS;Orchant Hermoso  ;;9,90;10;99,00;48 X 127;Nicaragua;Koopmans;;;
;REGIUS;Orchant robusto  ;;9,90;10;99,00;52 X 121;Nicaragua;Koopmans;;;
;ROCKY PATEL;55 Toro  ;;14,50;20;290,00;55 X 165;Nicaragua;Koopmans;;;
;ROCKY PATEL;Alr Second Edition Toro  ;;18,50;20;370,00;52 X 152;Nicaragua;Koopmans;;;
;ROCKY PATEL;Cigar Smoking Wc Mareva  ;;11,00;10;110,00;42 X 130;Nicaragua;Koopmans;;;
;ROCKY PATEL;Cigar Smoking Wc Toro  ;;13,00;20;260,00;52 X 152;Nicaragua;Koopmans;;;
;ROCKY PATEL;Dark Star robusto  ;;14,00;20;280,00;50 X 140;Honduras;Koopmans;;;
;ROCKY PATEL;Dark Star Short Star  ;;13,50;20;270,00;60 X 102;Honduras;Koopmans;;;
;ROCKY PATEL;DBS Toro  ;;28,00;20;560,00;52 X 165;Nicaragua;Koopmans;;;
;ROCKY PATEL;Edge 20th Anniversary robusto  ;;14,00;20;280,00;50 X 140;Honduras;Koopmans;;;
;ROCKY PATEL;Edge 20th Anniversary Toro  ;;15,00;20;300,00;52 X 152;Honduras;Koopmans;;;
;ROCKY PATEL;Edge Candela Toro  ;;10,50;20;210,00;52 X 152;Honduras;Koopmans;;;
;ROCKY PATEL;Edge Corojo B52 Gordito  ;;10,50;30;315,00;60 X 114;Honduras;Koopmans;;;
;ROCKY PATEL;Edge Corojo Toro  ;;10,50;20;210,00;52 X 152;Honduras;Koopmans;;;
;ROCKY PATEL;Edge Lite Short robusto  ;;9,00;20;180,00;54 X 114;Honduras;Koopmans;;;
;ROCKY PATEL;Edge Maduro B52 ;;10,50;30;315,00;60 X 114;Honduras;Koopmans;;;
;ROCKY PATEL;Edge Nicaragua Toro  ;;10,50;20;210,00;52 X 152;Honduras;Koopmans;;;
;ROCKY PATEL;Grand reserve red Label Toro  ;;14,50;10;145,00;52 X 152;Nicaragua;Koopmans;;;
;ROCKY PATEL;Quarter Century robusto  ;;12,50;20;250,00;50 X 140;Nicaragua;Koopmans;;;
;ROCKY PATEL;Quarter Century Toro  ;;13,00;20;260,00;52 X 165;Nicaragua;Koopmans;;;
;ROCKY PATEL;Seed to Smoke Shade Toro Bundle+C398/10  ;;40,00;1;40,00;52 X 152;Honduras;Koopmans;;;
;ROCKY PATEL;Sixty Toro  ;;26,00;20;520,00;52 X 165;Nicaragua;Koopmans;;;
;ROCKY PATEL;Super Ligero robusto  ;;9,50;20;190,00;50 X 127;Honduras;Koopmans;;;
;ROCKY PATEL;Vintage 1990 Toro  ;;10,50;20;210,00;52 X 165;Honduras;Koopmans;;;
;ROCKY PATEL;Vintage 1999 Connecticut Corona  ;;9,90;20;198,00;42 X 140;Honduras;Koopmans;;;
;ROCKY PATEL;Vintage 1999 Connecticut Toro  ;;10,50;20;210,00;52 X 165;Honduras;Koopmans;;;
;ROCKY PATEL;Vintage 2003 Juniors Tin/5  ;;25,00;10;250,00;38 X 102;Honduras;Koopmans;;;
;ROCKY PATEL;Vintage 2003 Sixty  ;;15,00;20;300,00;60 X 152;Honduras;Koopmans;;;
;ROCKY PATEL;White Label Toro  ;;29,00;20;580,00;52 X 165;Nicaragua;Koopmans;;;
;ROMA CRAFT;INTEMPERANCE VO IZZY EINSTEIN; ;11,55;30;346,50;46 X 102;Nicaragua;CDP;;;
;ROMA CRAFT;INTEMPERANCE VO BELLE LIVINGSTONE;Rothschild;13,00;24;312,00;52 X 115;Nicaragua;CDP;;;
;ROMA CRAFT;AQUITAINE KNUCKLE DRAGGER; ;14,00;24;336,00;52 X 102;Nicaragua;CDP;;;
;ROMA CRAFT;AGUITAINE MODE 5;Short perfecto;14,50;24;348,00;50 X 127;Nicaragua;CDP;;;
;ROMEO Y JULIETA LÍNEA CHURCHILLS;SHORT CHURCHILLS;ROBUSTOS;20,20;25;505,00;50 X 124;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CHURCHILLS;CHURCHILLS;JULIETA No.2;29,00;25;725,00;47 X 178;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CHURCHILLS;WIDE CHURCHILLS;MONTESCO;22,20;25;555,00;55 X 130;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CHURCHILLS;PETIT CHURCHILLS;PETIT ROBUSTOS;16,50;25;412,50;50 X 102;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;SPORTS LARGOS;SPORTS;6,60;25;165,00;35 X 117;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;BELVEDERES;BELVEDERES;6,60;25;165,00;39 X 125;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;PETIT JULIETAS;ENTREACTOS;7,50;25;187,50;30 X 100;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;CORONITAS EN CEDRO;PETIT CETROS;7,40;25;185,00;40 X 129;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;REGALIAS DE LONDRES;CORONITAS;7,40;25;185,00;40 X 117;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;MILLE FLEURS;PETIT CORONAS;7,80;25;195,00;42 X 129;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;PETIT CORONAS;MAREVAS;13,00;25;325,00;42 X 129;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;ROMEO No.3 A.T.;CORONITAS;9,80;25;245,00;40 X 117;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;ROMEO No.2 A.T.;PETIT CORONAS;10,40;25;260,00;42 X 129;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;ROMEO No.1 A.T.;CREMAS;11,20;25;280,00;40 X 140;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;PETIT ROYALES;CAPRICHOS;12,00;25;300,00;47 X 95;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;BELICOSOS;CAMPANAS;20,80;25;520,00;52 X 140;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA CLÁSICA;CUPIDOS (LCDH + HS);VERONAS;71,50;20;1430,00;55 X 148;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA DE ORO;NOBLES;TRIANGULARES;56,00;20;1120,00;56 X 135;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA DE ORO;HIDALGOS;HIDALGOS;63,00;20;1260,00;57 X 125;Cuba;Laguito;;;
;ROMEO Y JULIETA LÍNEA DE ORO;DIANAS;DAMAS;61,00;20;1220,00;52 X 145;Cuba;Laguito;;;
;SAINT LUIS REY;REGIOS;HERMOSOS No.4;13,60;25;340,00;48 X 127;Cuba;Laguito;;;
;SAN CRISTOBAL DE LA HABANA;EL PRINCIPE;MINUTOS;9,40;25;235,00;42 X 110;Cuba;Laguito;;;
;SAN CRISTOBAL DE LA HABANA;PRADO (LCDH + HS);PETIT PIRAMIDES;16,70;10;167,00;50 X 127;Cuba;Laguito;;;
;TRINIDAD;REYES;REYES;33,50;24;804,00;40 X 110;Cuba;Laguito;;;
;TRINIDAD;COLONIALES;COLONIALES;48,20;24;1156,80;44 X 132;Cuba;Laguito;;;
;TRINIDAD;MEDIA LUNA;MARINAS;44,50;12;534,00;50 X 115;Cuba;Laguito;;;
;TRINIDAD;ESMERALDA;DINORAS;66,00;12;792,00;53 X 145;Cuba;Laguito;;;
;TRINIDAD;TOPES;TOPES;64,00;12;768,00;56 X 125;Cuba;Laguito;;;
;TRINIDAD;FUNDADORES;LAGUITO ESPECIAL;64,00;24;1536,00;40 X 192;Cuba;Laguito;;;
;TRINIDAD;VIGIA;TORRES;53,00;12;636,00;54 X 110;Cuba;Laguito;;;
;UMNUM;Nica Bond Bundle/5  ;;20,00;1;20,00;44 X 114;Nicaragua;Koopmans;;;
;UMNUM;Nica Canonazo Bundle/25  ;;85,00;1;85,00;52 X 133;Nicaragua;Koopmans;;;
;UMNUM;Nica Canonazo Bundle/5  ;;24,00;1;24,00;52 X 133;Nicaragua;Koopmans;;;
;UMNUM;Nica Jumbo Bundle/16  ;;82,00;1;82,00;60 X 121;Nicaragua;Koopmans;;;
;UMNUM;Nica Jumbo Bundle/5  ;;27,50;1;27,50;60 X 121;Nicaragua;Koopmans;;;
;VALENTINO SIESTO CIGARS;GREEN 1971;Connecticut robusto;16,50;20;330,00;52 X 127;Dom. Rep;CDP;;;
;VALENTINO SIESTO CIGARS;GREEN 1971;Connecticut toro;19,00;20;380,00;52 X 153;Dom. Rep;CDP;;;
;VALENTINO SIESTO CIGARS;GREEN 1971;Connecticut pico pato;21,00;20;420,00;54 X 153;Dom. Rep;CDP;;;
;VALENTINO SIESTO CIGARS;RED sun grown;Habano robusto;16,50;20;330,00;52 X 127;Dom. Rep;CDP;;;
;VALENTINO SIESTO CIGARS;RED sun grown;Habano toro;19,00;20;380,00;52 X 153;Dom. Rep;CDP;;;
;VALENTINO SIESTO CIGARS;RED sun grown;Habano torpedo;21,00;20;420,00;54 X 153;Dom. Rep;CDP;;;
;VALENTINO SIESTO CIGARS;BLACK;Maduro robusto;16,50;20;330,00;52 X 127;Dom. Rep;CDP;;;
;VALENTINO SIESTO CIGARS;EL LIBRO LEYENDA; ;93,75;32;3000,00;;Dom. Rep;CDP;;;
;VALENTINO SIESTO CIGARS;MANOS DE PIEDRA ROUND 1;Robusto;76,67;30;2300,00;52 X 127;Dom. Rep;CDP;;;
;VEGAFINA LINEA 1998;1998 42 L;NO. 42;9,90;25;247,50;42 X 187;Dom. Rep;Laguito;;;
;VEGAFINA LINEA 1998;1998 44 S;NO. 44;7,50;25;187,50;44 X 100;Dom. Rep;Laguito;;;
;VEGAFINA LINEA 1998;199.846;NO. 46;8,30;25;207,50;46 X 143;Dom. Rep;Laguito;;;
;VEGAFINA LINEA 1998;199.850;NO. 50;9,00;25;225,00;50 X 115;Dom. Rep;Laguito;;;
;VEGAFINA LINEA 1998;199.852;NO. 52;9,90;25;247,50;52 X 135;Dom. Rep;Laguito;;;
;VEGAFINA LINEA 1998;199.854;NO. 54;11,20;25;280,00;54 X 155;Dom. Rep;Laguito;;;
;VEGAFINA LINEA 1998;199.856;NO. 56;10,70;25;267,50;56 X 127;Dom. Rep;Laguito;;;
;VEGAFINA LÍNEA CLÁSICA;MINUTOS;MINUTOS;3,20;25;80,00;30 X 100;Dom. Rep;Laguito;;;
;VEGAFINA LÍNEA CLÁSICA;PERLA;PERLAS;4,70;25;117,50;40 X 102;Dom. Rep;Laguito;;;
;VEGAFINA LÍNEA CLÁSICA;CORONA;CORONA;6,80;25;170,00;43 X 146;Dom. Rep;Laguito;;;
;VEGAFINA LÍNEA CLÁSICA;SHORT ROBUSTO;SHORT ROBUSTO;7,40;25;185,00;50 X 105;Dom. Rep;Laguito;;;
;VEGAFINA LÍNEA CLÁSICA;ROBUSTO;ROBUSTO;8,80;25;220,00;50 X 127;Dom. Rep;Laguito;;;
;VEGAFINA NICARAGUA;MINUTOS A.P.;MINUTOS;3,30;8;26,40;30 X 100;Nicaragua;Laguito;;;
;VEGAFINA NICARAGUA;SHORT;SHORT;5,50;25;137,50;42 X 110;Nicaragua;Laguito;;;
;VEGAFINA NICARAGUA;VULCANO;VULCANO;9,20;25;230,00;56 X 110;Nicaragua;Laguito;;;
;VEGAFINA NICARAGUA;ROBUSTO;ROBUSTO;9,10;25;227,50;50 X 127;Nicaragua;Laguito;;;
;VEGAFINA NICARAGUA;GRAN TORO;GRAN TORO;10,80;25;270,00;52 X 152;Nicaragua;Laguito;;;
;VEGAFINA NICARAGUA;GRAN VULCANO;GRAN VULCANO;9,90;25;247,50;56 X 137;Nicaragua;Laguito;;;
;VEGAFINA SERIE 2;SHORT MAGNUM;SHORT MAGNUM;8,60;10;86,00;54 X 110;Dom. Rep;Laguito;;;
;VEGAFINA SERIE 2;ROBUSTO;ROBUSTO;9,20;10;92,00;50 X 127;Dom. Rep;Laguito;;;
;VEGAFINA SERIE 2;TORO;TORO;11,00;20;220,00;54 X 152;Dom. Rep;Laguito;;;
;VEGAS DE SANTIAGO;D8 Petit Robusto;Colorado petit robusto;9,75;20;195,00;50 X 102;Costa Rica;CDP;;;
;VEGAS DE SANTIAGO;D8 Robusto;Colorado robusto;10,50;20;210,00;50 X 127;Costa Rica;CDP;;;
;VEGAS DE SANTIAGO;D8 Emperador;Colorado gordo;13,75;20;275,00;60 X 153;Costa Rica;CDP;;;
;VEGAS ROBAINA;FAMOSOS;HERMOSOS No.4;15,80;25;395,00;48 X 127;Cuba;Laguito;;;
;VEGUEROS;MAÑANITAS A.P.;MAÑANITAS;6,70;16;107,20;46 X 100;Cuba;Laguito;;;
;VEGUEROS;CENTROGORDOS A.P.;CENTRO GORDO;10,20;16;163,20;54 X 100;Cuba;Laguito;;;
;VEGUEROS;TAPADOS A.P.;MAREVA GRUESA;9,00;16;144,00;46 X 120;Cuba;Laguito;;;
;VEGUEROS;ENTRETIEMPOS A.P.;PETIT EDMUNDO;9,70;16;155,20;52 X 110;Cuba;Laguito;;;
;VEGUEROS;CENTROFINOS A.P.;CENTRO FINO;11,00;16;176,00;50 X 130;Cuba;Laguito;;;
;VILLA VIEJA;CLASICO ;Habano short;10,00;20;200,00;46 X 115;Nicaragua;CDP;;;
;VILLA ZAMORANO;Clasico Corona Bundle/15  ;;75,00;1;75,00;42 X 127;Honduras;Koopmans;;;
;VILLA ZAMORANO;Clasico El Gordo Bundle/15  ;;99,00;1;99,00;56 X 127;Honduras;Koopmans;;;
;VILLA ZAMORANO;Clasico Expreso Bundle/15  ;;75,00;1;75,00;52 X 89;Honduras;Koopmans;;;
;VILLA ZAMORANO;Clasico N Bundle/15  ;;95,00;1;95,00;54 X 140;Honduras;Koopmans;;;
;VILLA ZAMORANO;Clasico robusto Bundle/15  ;;90,00;1;90,00;50 X 127;Honduras;Koopmans;;;
;VILLA ZAMORANO;Clasico Soberano Bundle/15  ;;115,00;1;115,00;60 X 152;Honduras;Koopmans;;;
;VILLA ZAMORANO;Danli robusto  ;;8,50;25;212,50;50 X 127;Honduras;Koopmans;;;
;VILLA ZAMORANO;Danli Toro  ;;9,50;25;237,50;56 X 152;Honduras;Koopmans;;;
;VILLA ZAMORANO;reserva Churchill  ;;8,00;25;200,00;48 X 178;Honduras;Koopmans;;;
;VILLA ZAMORANO;reserva Cigar Can;;39,00;6;234,00;;Honduras;Koopmans;;;
;VILLA ZAMORANO;reserva El Gordo  ;;7,50;25;187,50;56 X 127;Honduras;Koopmans;;;
;VILLA ZAMORANO;reserva Expreso  ;;6,50;25;162,50;52 X 89;Honduras;Koopmans;;;
;VILLA ZAMORANO;reserva robusto  ;;7,00;25;175,00;50 X 127;Honduras;Koopmans;;;
;VILLA ZAMORANO;reserva Soberano  ;;9,00;25;225,00;60 X 152;Honduras;Koopmans;;;
;ZINO;PLATINUM;Scepter XS 10;35,00;10;350,00;;;ZABIA;;;
;ZINO;PLATINUM;Z-class corona;11,00;5;55,00;;;ZABIA;;;
;ZINO;PLATINUM;Z-class toro;14,50;4;58,00;;;ZABIA;;;
;ZINO;NICARAGUA;Nic Short Torpedo;7,50;25;187,50;;;ZABIA;;;
;ZINO;NICARAGUA;Nic Robusto;7,90;25;197,50;;;ZABIA;;;
;ZINO;NICARAGUA;Nic Toro;8,90;25;222,50;;;ZABIA;;;
;ZINO;NICARAGUA;Nic Gordo;9,90;25;247,50;;;ZABIA;;;
;ZINO;NICARAGUA;Nic Half Corona Pre-cut;29,00;5;145,00;;;ZABIA;;;
